"customer_id","years_in_current_job","home_ownership"
"78975426-c4c4-4fe8-87d9-2f067a3130cf","< 1 year","Rent"
"535b4968-b8f8-45a0-8840-796cc7ec0098","< 1 year","Rent"
"f104bb8f-a70d-4e89-8dae-81db356d8452","10+ years","Rent"
"8b3823d4-d69f-48cc-b829-a97174e1d5fa","2 years","Home Mortgage"
"fc22174a-fbb3-4cc5-bbbe-37846690c20a","1 year","Home Mortgage"
"ca3da155-a63a-4d39-b8b4-898b0e6c28f6","< 1 year","Rent"
"decba3f3-c30b-4116-821f-b26898388a7e","2 years","Rent"
"cf3d93fb-6762-4a14-afa9-05b252698f34","10+ years","Rent"
"03709adc-3272-4711-9845-70f4cb09550a","2 years","Rent"
"edfb58ce-4aaa-4ab9-a448-caba8034a937","10+ years","Home Mortgage"
"de7e5f8e-bdf9-4eaa-8266-9e16da5be3c2","4 years","Rent"
"884afe37-a98f-4454-ac38-512e49de8002",NULL,"Home Mortgage"
"5f8d13d9-fc42-491d-beb7-6872bb2e8b8e","1 year","Rent"
"f48c2e72-a017-483f-8bd2-c260d081cbee","4 years","Rent"
"42790d99-2adc-4eee-9c18-1937c3b43424","7 years","Rent"
"bf7c49ea-940b-4958-8f60-55f45c3d57c8","7 years","Rent"
"b4e257bc-1da0-4273-9272-0f93d9b26e3a","9 years","Home Mortgage"
"5d39e9c4-d45d-4f24-a767-8e96ee964643","10+ years","Rent"
"4ae48a91-7be2-40b1-a66d-6f7d5b6b5e7f","10+ years","Home Mortgage"
"cadc3a31-59f7-4e44-86d5-1244409aa0a3","10+ years","Rent"
"315c2ccc-48c7-4f48-bf39-ab34f49a8c31","10+ years","Rent"
"09c612b9-a6f2-4a03-9901-160dbc03b4a9","10+ years","Home Mortgage"
"17f9fb19-deb1-4746-a388-491b55556cc3","10+ years","Home Mortgage"
"0cdf50b9-efc7-4577-8bf6-6ff6ffdf86c1","10+ years","Home Mortgage"
"55ee39ef-0a44-4b79-8154-a512c22bdb97","3 years","Home Mortgage"
"bb433d07-83ce-45b4-95aa-88f6da823bbe","10+ years","Rent"
"1a5685b7-450d-44c6-9390-2e16387f7cd8",NULL,"Rent"
"a7a06859-14a2-4e5b-ab74-92fe625a229c","6 years","Home Mortgage"
"0363c6d8-3b43-4266-92cf-113e1fca7d5c","3 years","Home Mortgage"
"4eb7b183-8053-4d35-b012-7ff377223980","9 years","Home Mortgage"
"35831535-e42c-4109-b006-4685c874a6b2","10+ years","Rent"
"0a0ed036-ce6b-41a9-b0ee-8db814a85425","2 years","Home Mortgage"
"3c6f7594-ac3f-4a3b-8546-61137ee93213","5 years","Own Home"
"1818da89-2018-4750-b7e4-70ba4d13e86a",NULL,"Home Mortgage"
"96014749-34d9-4449-9a6d-874b6b762986",NULL,"Rent"
"8d3fe0d8-97d9-4e39-9d69-a030e72ba161",NULL,"Home Mortgage"
"160993af-7836-4e58-9f0c-1c894dc1b764","10+ years","Home Mortgage"
"faa524e8-2e89-414e-9a18-3042d1ef9166","10+ years","Home Mortgage"
"77cc7b59-b2db-4c65-bfb6-d878b1a228fa","3 years","Rent"
"7352605a-a1fc-4f3a-804d-bb7df0dbf646","2 years","Home Mortgage"
"6e1f347c-42e6-46e5-9af0-e982346990c1","4 years","Home Mortgage"
"f4f1de27-a30b-41c6-9357-79a73a23ed12","10+ years","Home Mortgage"
"6d385ad8-34ab-4eb7-8364-97a516c00e3a","9 years","Home Mortgage"
"37e59c53-92cc-4abb-a7d4-918188a8c485","3 years","Rent"
"d0a8be34-eef9-4005-beb5-cfb5b0468222","10+ years","Rent"
"86b76475-e158-42ee-a94b-ac9f7916ebf3","10+ years","Rent"
"6c301164-4828-4de3-9a2c-767bf95e9c23","10+ years","Rent"
"a7802168-2b18-49ef-b6a5-a88de894c9b1",NULL,"Home Mortgage"
"e8ddad09-0042-42d4-93aa-b45dd89fbddd","10+ years","Home Mortgage"
"a7f14ec6-d7f1-41c1-8a88-69fd6a5d807b","4 years","Home Mortgage"
"efe184e6-8ff3-437b-9990-9cd1870cadf3","< 1 year","Home Mortgage"
"c89321f5-ed4f-47b7-a45b-198cf02fedd8","7 years","Rent"
"2a01b536-ed56-49a8-b2b6-b07f131cb7dd","10+ years","Own Home"
"3d31b81f-ea84-4e18-8b0d-2027e26a4ca4","6 years","Rent"
"d532715b-a0ea-4ceb-8b35-71f5a626815e","4 years","Home Mortgage"
"023fa202-c60a-4d28-9961-3fe45d280800","10+ years","Home Mortgage"
"121f643b-6e0c-47c6-87b6-b9a924207efa","2 years","Home Mortgage"
"314a1015-c9e0-4fd1-bc2f-f210436d1a62","10+ years","Home Mortgage"
"eb62bb6a-89db-4c1e-81ee-219ca7dff471","4 years","Rent"
"f51f824d-fb8a-4ab6-b211-4db6d706b00c","10+ years","Rent"
"847a95e9-1543-4b45-8b42-3b93b5acc8c0","5 years","Home Mortgage"
"1a7fbc55-d351-48ef-b7eb-d1680fb416cd","5 years","Rent"
"cb675274-6c28-4bf7-a075-5cc990cf5c51",NULL,"Home Mortgage"
"0ec4572c-0882-4245-b2a1-7015771148b7","3 years","Rent"
"ba68a268-8b71-4107-950a-8c5f17a76950","1 year","Rent"
"a7f73a96-01e2-457e-846e-5c8d18d4221a","10+ years","Home Mortgage"
"8e3e3601-6f19-4818-8915-4c3e3f58c2fd","10+ years","Rent"
"ceeff234-9aa8-494f-9935-e1a963b27960","7 years","Rent"
"14caac2b-1ab5-4625-adce-733b26643f70","2 years","Rent"
"ab46b1a7-f937-4ba9-ac98-270344120cf7","< 1 year","Rent"
"d3291318-0960-44db-beb2-cae8cf8029d4",NULL,"Home Mortgage"
"471802fa-e65d-4247-92d1-9a838d2b2080","1 year","Home Mortgage"
"9a0ed640-48ab-48c4-9948-5bbb27cd1fe5","4 years","Home Mortgage"
"2a445931-cd27-44c7-838e-c9dede943278","< 1 year","Rent"
"4cb4da1d-b371-4208-8e1a-72d68d6a7334","10+ years","Rent"
"9d65a472-7fdb-4eb8-8fcd-5597554a6082","10+ years","Home Mortgage"
"03f8cd85-1ce1-4754-a955-f32e17eaee60","10+ years","Home Mortgage"
"4e3eee3d-4f66-4a08-8060-154c1cbc29fc","7 years","Home Mortgage"
"21a58539-2489-4b5a-8606-b7a64e606fec","10+ years","Own Home"
"c6abf067-c8b9-44f9-be06-4271cb13e550","9 years","Home Mortgage"
"907ae5a2-9fe1-4093-9d47-94af6af76f0e","1 year","Home Mortgage"
"b36af03c-aabf-4817-a356-cba3f9b80aa0","10+ years","Home Mortgage"
"44836e28-1f4b-428f-aea6-073ab6437c68","10+ years","Home Mortgage"
"7c5ef5d9-ff25-4006-a399-cee0e175e54a","10+ years","Home Mortgage"
"3d6b26e0-e22a-4b63-8f4f-aecc83b723b9","8 years","Home Mortgage"
"35de5f47-b2b9-4e16-af6a-5455ade15f11","5 years","Home Mortgage"
"23fbae3c-895e-43d9-bae9-077999282de3","10+ years","Rent"
"3cec97a7-6e88-4d1c-8ce1-b635c7ffd354","9 years","Home Mortgage"
"6c9bb30e-e5eb-4b42-a5af-936e5f86bf00","2 years","Rent"
"f8fe1ce7-dd1b-45e4-86d8-1446b353b817","< 1 year","Home Mortgage"
"67df0dd6-0eba-4a63-b3cd-e9333d9e8e79","10+ years","Home Mortgage"
"65fae922-65ac-42d8-910a-d43c187b0c07","10+ years","Home Mortgage"
"bd34e363-b56a-4c33-8c77-0a49d20728ac","7 years","Rent"
"3e6f9a14-595e-4c93-b16a-6b9e0691a39a",NULL,"Rent"
"8059ca3a-ca55-4bea-8f6e-d5b353a19d4c","1 year","Rent"
"35ff2d58-59e1-4455-af50-3438a78ed021","1 year","Home Mortgage"
"e9402e8e-ca22-4834-a024-d89e674b5afb","10+ years","Own Home"
"94c953bf-f551-43bd-9374-d41bc899e362",NULL,"Home Mortgage"
"39b4e50e-b907-42c4-9741-322c29dbe476","10+ years","Home Mortgage"
"277f0c8d-3100-4734-acde-eabfda554112","1 year","Rent"
"d52fe572-9db8-419c-91c9-33ec04025163","10+ years","Rent"
"ea4d01b3-bfe1-4759-b165-10a3043c7257","3 years","Home Mortgage"
"b96bd37d-f920-4e89-8707-53349a8a3e6c","10+ years","Own Home"
"e15c3081-4cec-4988-ae46-073d7ef52a61","10+ years","Home Mortgage"
"279c0b13-4338-47e8-8387-5e2abd791216","< 1 year","Rent"
"9078506e-5fe4-461c-a420-66321502c708","2 years","Rent"
"d7887c0c-decc-4fb2-adb2-f6f65c6d4f15","3 years","Home Mortgage"
"e7bbc5c3-bd7a-4803-a170-7eaa2d8de78a","1 year","Rent"
"4448c50f-658f-4897-89b0-8da53c60cbb5","10+ years","Home Mortgage"
"78bd8382-79d1-46fb-b73e-13549f184e9a","1 year","Rent"
"7b1a2716-7c87-4cb3-9524-214c04ab6312","1 year","Rent"
"62550808-4d89-4058-9a93-b8dec2606e71","10+ years","Home Mortgage"
"83375a14-3b11-47e3-adcc-aba68b9aa3a4","10+ years","Home Mortgage"
"a8cc187e-2d6d-4fda-867a-f4b527a5349f","10+ years","Rent"
"87af014b-f368-4d7c-8f8d-8f59d5efc338","4 years","Home Mortgage"
"fd04a9be-10df-4847-92f5-c647e16d40a5","10+ years","Home Mortgage"
"b9254a96-7185-49bb-a1a9-ab93a4adbe24","1 year","Own Home"
"66db7b31-792a-493f-88fb-b576cd826198","10+ years","Home Mortgage"
"86c10392-9210-4d48-a02b-49ff0beff2de","< 1 year","Home Mortgage"
"9ac101a6-a72e-4ecb-ae9c-091200a88209",NULL,"Rent"
"834b3cbc-fdb2-4084-9dfc-9cdcae945acf","10+ years","Home Mortgage"
"eb069b14-27ec-4f73-ac76-ae19d18cef36","3 years","Rent"
"93bfe4f9-4421-4add-8e13-0a84235cee68","4 years","Rent"
"636578ec-e081-49f7-9fec-638d65a36050","1 year","Rent"
"7e2225b8-85aa-45ea-a7e5-e36bbdd6b818","9 years","Rent"
"af9daf28-5add-454c-8a37-4ea08e5593dd","10+ years","Own Home"
"25f9b079-a3b3-4f09-9611-dc0ea52c8d33",NULL,"Rent"
"bde40503-813e-4548-a1fe-ca854c725cf8","5 years","Rent"
"6cd3f9d2-fa0c-4cf3-b0ce-de0d07daebc7","5 years","Rent"
"9cfde7db-c5d9-40cb-84e4-210f6b28204d","4 years","Rent"
"21fd514c-1391-4f7e-bdb0-40e42abffa38",NULL,"Own Home"
"a6f2c994-d1ca-4230-98de-8e7c0f77daf1","10+ years","Home Mortgage"
"86c15f3a-1d5d-497c-8780-0d3935c0a927","3 years","Rent"
"46918079-5f39-4ca0-b881-fe0e13db717d","5 years","Home Mortgage"
"35d100c3-3fac-42fa-8344-6d1c1e8a7e5c","10+ years","Home Mortgage"
"8aacac3d-297b-4853-b81d-4d0a86cefa73","10+ years","Home Mortgage"
"df91f048-5e68-4921-877c-32f03638953f","4 years","Rent"
"67fe8a0d-24d8-4d2c-a212-301c782b0bbb","5 years","Rent"
"e758f401-7fae-409a-8a8f-54dc97a29e14","1 year","Rent"
"917fae66-8e65-4cea-8888-c52996f6f7dd","6 years","Home Mortgage"
"e5bac7ba-ee32-48e5-a24c-4ed300c4996a","10+ years","Home Mortgage"
"01d4703a-b407-4737-aa0b-21ae1f759cdc","8 years","Own Home"
"1d1be6af-4f27-4ff9-b1b1-093cf6c292a0","4 years","Home Mortgage"
"7090815a-263d-4b9d-9e35-06f8df9ddfd2","5 years","Rent"
"994cadf0-0f3e-4ca1-9f65-171ab50b572b","10+ years","Rent"
"b99a249c-a1e8-4322-b109-6ad4c085abd8","8 years","Rent"
"0ea38510-e4fa-4271-ab0d-cf0a005da8ff","1 year","Home Mortgage"
"90ae759f-f8c8-41b7-ba0c-e0d1a334f568","10+ years","Home Mortgage"
"93035ff7-abf6-4594-b4dd-311b27fdc293","2 years","Home Mortgage"
"bf18ff24-a3f4-43a6-9681-2cc2c4aa383c","10+ years","Home Mortgage"
"30f76659-bfdf-42a3-9468-7deab5c7628c","3 years","Home Mortgage"
"e912ddc2-7e6b-4bdb-9789-f018e98d545f","10+ years","Home Mortgage"
"287ed51c-6930-4d09-8110-f2632691d379","10+ years","Rent"
"be7854ab-8631-4c85-ae9d-988847bcc8bb","9 years","Home Mortgage"
"d3957d15-9fc0-40c6-ae93-a81dccb30018","6 years","Rent"
"c0b14676-6848-4f87-b8e1-d18ebf229a98","10+ years","Home Mortgage"
"c62a4a9f-659c-44bb-a0a8-ab18d2caa2e7","3 years","Rent"
"97c74279-0e75-4470-b870-c2549bafe481","3 years","Rent"
"80ac7202-710e-4b07-a850-dda14db27dd5","2 years","Rent"
"b2432894-f244-4e24-a344-651609be1420","3 years","Home Mortgage"
"c5396ed9-5ba7-4839-87e4-ba89d333f9e0","2 years","Rent"
"0bfa5f34-ee9c-4366-b656-08f4540b198f","3 years","Home Mortgage"
"529ae1a0-365c-4f30-96c9-217b8128b4e0","4 years","Home Mortgage"
"0089b9a3-1e98-40dd-9f2e-85aae2a6cb4a","4 years","Home Mortgage"
"c48261ff-f75b-4e0d-acc8-d0b379f82043","2 years","Home Mortgage"
"514e1564-cf7a-4b14-993e-f3a92c28975b","10+ years","Home Mortgage"
"0c525c1d-15ec-499e-858d-4b32a5fa8a97","2 years","Home Mortgage"
"33fe01b7-03a2-4b28-a52a-5614a33e5cd6","8 years","Rent"
"13e096cd-097c-4b51-8c32-c57776e6d263","3 years","Home Mortgage"
"f07498c8-c9ae-463f-8c8a-2736112aff77","4 years","Rent"
"7da65710-9929-40ab-b7f5-d2c2db06adb0","7 years","Home Mortgage"
"294d2722-9e0f-45ee-a1fd-cb60925fcc3e","1 year","Rent"
"80a8c004-596d-42b3-8356-f5ce225b11dc","1 year","Rent"
"986a9a6c-4577-46b4-8efc-79ea23c2fec5","10+ years","Rent"
"f4786c56-1c62-41e7-9946-d9edf07d8491","2 years","Rent"
"a901260f-8913-4d1d-b9ae-6ac4c8ae2fda","8 years","Home Mortgage"
"489b3039-0965-4d77-ada1-93f19f9e5e94","10+ years","Rent"
"c0144ec8-abb0-447e-8637-063a93f1a6dd","9 years","Home Mortgage"
"488ad40c-c9e3-4c56-8cdc-ebb49305ce25","4 years","Rent"
"4f8a034b-1384-48ec-a86d-2c0a2cfe390e","5 years","Rent"
"359270ce-98da-4061-b44d-f0d8badb452e","8 years","Rent"
"1e8b7f7b-2457-4e41-a98a-81331aa0584f","10+ years","Home Mortgage"
"9ce42db6-b72e-47f5-a49c-74014a4a7bde","4 years","Home Mortgage"
"7a0a192b-0424-44e3-bc72-d29cda2084b6","3 years","HaveMortgage"
"45dcf323-b32c-4162-85c3-acaa3f2319c4","5 years","Home Mortgage"
"c3c81bcd-a37d-4b94-850b-ea17e0fc173b","2 years","Rent"
"01c3faa5-4779-415f-99a1-2fc4e18b1ef0","3 years","Home Mortgage"
"8b7a6700-768d-46a2-929e-3b0053404c36","6 years","Home Mortgage"
"3ca9889c-d8c7-4e4d-a0d0-943eddeca023","9 years","Rent"
"3219b489-52ab-4f25-81e7-cbd0fb6b1191","10+ years","Home Mortgage"
"88e65c1a-6017-4b90-b665-cab74ecc5111","10+ years","Home Mortgage"
"3c8fc36b-be7a-4ba3-87ed-41bb85d9c82e","10+ years","Home Mortgage"
"b5a178d9-ec6d-4135-9350-55627eabd014","2 years","Rent"
"f39d6f83-07b3-4776-a3b4-5a4534f41ae9","5 years","Home Mortgage"
"fd1688de-094b-43e1-a37c-94c0f457636d","10+ years","Rent"
"91378b9c-ca3a-4c12-a0dc-1394d30be104","10+ years","Rent"
"5c206a5b-58d6-45b2-b04c-afc78fd2e626","8 years","Own Home"
"3b4bdfd5-04df-44b5-b4bc-a18f23d9f543","10+ years","Rent"
"982182e0-0b3e-4129-ad3c-6fc16f4783aa","10+ years","Rent"
"a19d9e8c-59ba-4947-b93c-d8a2fd69aa6e","5 years","Rent"
"81b04d9b-7d6e-40ec-b92a-263e41bd8239","5 years","Home Mortgage"
"a02041a6-5e86-419c-b310-81dbc197a429","4 years","Own Home"
"05be333d-e498-4135-86bd-71f66f22046e","9 years","Rent"
"e2ff8f23-4dfe-4e67-91d6-0576fdf3d3fe","4 years","Own Home"
"bcfc5daa-1875-4b43-9959-326bf1f020f1","10+ years","Home Mortgage"
"42853f5a-caf5-4ddf-aac7-756d76c3455c","3 years","Home Mortgage"
"f28fdba7-d8f7-4dfa-ad9b-d0dc72626e0d","7 years","Home Mortgage"
"95b045a4-d135-42c7-b8f5-c5e681fedfdd","4 years","Home Mortgage"
"5956b460-87f2-466a-8d49-338fdd1c313a",NULL,"Own Home"
"86eb3c64-6f2e-4d6d-a60b-38b395d17aaa","8 years","Home Mortgage"
"09ee63a5-6cb1-4932-af98-24c383ed9ce5","5 years","Rent"
"005c1c39-6a07-45e1-8765-4371ab87ebed","6 years","Home Mortgage"
"9163d180-dd9a-4000-898b-8048b51b9888","9 years","Rent"
"3b667742-8ffe-490d-98c8-36a4a320be23","5 years","Rent"
"70753e1d-62a0-4b15-af37-0b714db50afe","6 years","Home Mortgage"
"7c56471d-9264-446c-aea9-bcc97aef3912","6 years","Rent"
"06bf7420-6e3a-46c5-ae3d-0886083db6e6","8 years","Own Home"
"e222d43d-f599-4d55-a2b4-b2cd9fd30e69","8 years","Own Home"
"1fc91e0a-c35a-4042-b5fb-b7e89f60146d","10+ years","Rent"
"7fcad6e2-0549-426b-be7c-ffe7f31bdbc1","10+ years","Home Mortgage"
"2ef213c3-9919-4851-be10-8ccacecb9a4f","1 year","Rent"
"a8b43ee6-0155-4e11-9a00-f19f832930ba","2 years","Rent"
"a1c84742-4e01-4a1a-ada3-029775d773a7","4 years","Own Home"
"acce851e-641d-4ebb-affc-45346df60602","1 year","Rent"
"7b0966e6-231c-4443-a446-cd378b51ddd6","3 years","Home Mortgage"
"c0342d1a-fe13-4ccd-85ef-47eecf2d352a","10+ years","Home Mortgage"
"97ecbf72-0752-41c3-8b1e-c1502f1df5d4","10+ years","Home Mortgage"
"525a4cbf-87dc-4623-ae8e-1641af410590","10+ years","Home Mortgage"
"3878d3e2-a8d8-400d-8ae2-5b460d609913","< 1 year","Rent"
"adb067a4-39d8-418c-a672-837f84201faa","10+ years","Home Mortgage"
"d2ce0e2b-43ae-42af-8967-2351a4d06af2","10+ years","Rent"
"f1edd45a-607c-4712-b661-36435d7a753a","< 1 year","Rent"
"fcb2fe66-fe21-4afc-8c91-d67273563d26","4 years","Rent"
"3272e293-7cea-4e6d-9faf-be025b52f3a6","9 years","Home Mortgage"
"f5bfeb48-47d2-49fc-b1b0-753356004cc5","10+ years","Home Mortgage"
"46da16d2-4b4f-4f73-b4ae-e6a778af2ef1","< 1 year","Rent"
"6cdb1de1-e420-4734-84a1-e42f9a3af7da","10+ years","Rent"
"6dc92657-2320-40cd-bbb0-515287fd4033","3 years","Home Mortgage"
"55a84bbe-5ec0-47a3-9d29-b9c3b7708e68","1 year","Rent"
"12f7d0e9-66be-4a6a-9d1b-d1e3779da118",NULL,"Rent"
"9f70483e-90ec-4f3b-a90e-21ae4ef76eb9","< 1 year","Home Mortgage"
"7a8fcb05-e8d3-449e-8379-a1c6d2500d48","< 1 year","Home Mortgage"
"c0af1fb1-7c34-46ad-bc06-b742f44c7f2e","10+ years","Home Mortgage"
"5bc78d33-49c5-4f9a-834b-e726309106b9",NULL,"Home Mortgage"
"4b0ad1aa-c7c6-40fb-ba30-4c19c5fd9508","4 years","Home Mortgage"
"a632ac98-65e0-4871-8dcb-c78deb9a1158","4 years","Home Mortgage"
"9ed1cd35-8374-43b8-a683-961004917032","10+ years","Home Mortgage"
"e821735e-ec9d-46d7-a8c6-4142629d7045","4 years","Rent"
"7aa65e91-926c-4e4d-949c-0e63a72bb5bc","5 years","Home Mortgage"
"d7f9c457-1001-4f8b-bf74-24cdb67adefc","10+ years","Home Mortgage"
"e32dd752-4b67-4d08-8a23-3970d69c0266","1 year","Rent"
"d1d30005-1f5e-4aed-aa30-e56fd3d50f88","1 year","Own Home"
"144df0a2-30a3-4224-8d51-4a04563e2bd0","5 years","Rent"
"4d35c0ce-d663-4b9f-a2ee-fe39e6006659","3 years","Home Mortgage"
"4b22d634-71bf-4e1e-8db9-27d9571a7e63","3 years","Home Mortgage"
"15ada1d7-0ee1-462f-9623-2de3a0da2ea5","10+ years","Home Mortgage"
"2f084f8f-afbd-44d2-939d-c914fbe9b62a","2 years","Rent"
"6491a9a1-488c-4d4b-8fd4-cd7362f5b318","8 years","Home Mortgage"
"dc327cb6-0187-492e-966d-6fc1882ba662","4 years","Home Mortgage"
"b40f89f8-aa26-4fe6-bc2d-756562001ac2","< 1 year","Rent"
"98abffdc-c2d7-4416-8893-b081628d8767","10+ years","Home Mortgage"
"f81be240-d5ea-440b-a95f-199a845d66e8","3 years","Own Home"
"d3a48c94-0848-4d92-a3f2-143d3ee25750","10+ years","Home Mortgage"
"7393cb63-a4db-42cb-931f-d909baef6381","2 years","Home Mortgage"
"89ea7100-67e2-404d-a708-e2d8593122b4","4 years","Own Home"
"2c84d7cb-d702-4479-bc5b-7cf5a9f0e1c8","3 years","Rent"
"1838844f-8c15-49c0-a5e5-6bad4e5d30ef","4 years","Home Mortgage"
"fdb1f63e-b46d-437f-bae6-062b7ed14cdd","5 years","Home Mortgage"
"b4a75c42-b909-4307-ac0f-09cf1b186eea","6 years","Home Mortgage"
"3d0ca2af-8ce7-45cf-b804-dc315671e47c","10+ years","Home Mortgage"
"b64a9da6-0107-4012-bba3-2057ae6efbb2","10+ years","Rent"
"88883a49-e435-445b-939a-167ca08d47f2","7 years","Home Mortgage"
"260809c5-f100-49d1-a1c9-a73e1f02bbff","5 years","Rent"
"ab2e62f5-cdde-4939-a971-7e334e0ab26c","8 years","Home Mortgage"
"c08b3ba3-53f4-4d42-9cfb-df4382418e02","4 years","Home Mortgage"
"4bfbef83-43cb-4f97-83d8-b8fe05fd4a57","1 year","Own Home"
"f9dfd867-61a1-469b-840e-71d0c4a2e631","5 years","Home Mortgage"
"919ec1ef-5fe8-465a-8b3e-8442108780b6","10+ years","Home Mortgage"
"cdd7fa9b-100c-46e4-807c-5fd55a682c95","7 years","Rent"
"af703c39-6da8-4954-afb0-2641eefba352","< 1 year","Home Mortgage"
"2b1de31e-8f93-40ce-b05d-d4628b1d9fe2","6 years","Rent"
"71708fcd-2fd3-4452-b9c1-11dd2a764751","1 year","Home Mortgage"
"485af707-d563-452c-b5f0-d6e8d16961ca","9 years","Home Mortgage"
"fe8387b1-9a58-4774-b935-23871e1e5450","3 years","Home Mortgage"
"058cea79-8bb7-4ac1-9b7d-c698263e3622","10+ years","Rent"
"040a5b08-32b2-40db-a2bd-09a0d85e2c75","10+ years","Home Mortgage"
"d39c970b-ed77-43a5-9bdc-672aa33cbf39","2 years","Rent"
"2d43639a-7c09-4b47-86f4-359d631fb58b","10+ years","Own Home"
"96cdc862-e6d3-4aad-959c-92ae79b4c843","9 years","Home Mortgage"
"d3e50309-3f24-4b9a-bd63-05296473b421","10+ years","Home Mortgage"
"5409669b-4de7-493b-9de0-1a4734a7abaa","10+ years","Home Mortgage"
"ecf9e047-4fad-4208-a3aa-30499d6dbb01","2 years","Rent"
"45b57fc5-b081-4653-a862-9671b847575f","3 years","Rent"
"1af5d57e-5f41-4179-8cd0-0861fca3cedd","5 years","Own Home"
"9434bb58-ec87-4e87-9177-25b9ea9c3b58","6 years","Home Mortgage"
"31d33215-6af6-4b2b-954f-5d626138fa21","10+ years","Home Mortgage"
"a510c793-480a-4511-bce4-fef730ce2a10","5 years","Rent"
"43882ab3-c3a3-4d84-91c6-811ddd309f6f",NULL,"Rent"
"50766172-6e2a-48c2-8d3d-40140b28a43e","10+ years","Home Mortgage"
"cd31f1ff-1388-49de-9c8e-624292735830","2 years","Rent"
"7fc3ea13-7274-446a-b5d0-a82980065b03","10+ years","Home Mortgage"
"2a336913-4dc5-4657-be02-6e6c96aef479","< 1 year","Rent"
"0e08ccde-bc5d-4523-8186-93ebf58083ac","< 1 year","Rent"
"6019769e-7c0e-464c-bfb5-ffb2846a0e2c","10+ years","Home Mortgage"
"78d2100e-deb0-46af-b422-98b4ce2c301f","6 years","Own Home"
"db287e7b-2d6e-438b-a193-9aeb676ae4c1","6 years","Rent"
"98fbe987-4102-4f0e-91c3-19f7e80e1f08","10+ years","Home Mortgage"
"121da01c-1787-44ec-9e7e-97051b47b465","10+ years","Own Home"
"aca451fc-db23-4d9b-abff-0da9115648a9","8 years","Rent"
"41e70412-d206-4b83-8fe8-fc402a235a04","8 years","Home Mortgage"
"9449d282-eb22-4e87-90f6-8b1642d47375","10+ years","Home Mortgage"
"75b6f4dd-b3c6-4220-969f-54c372c22e1f","4 years","Rent"
"ca09fedb-53b7-445c-be75-58eeaf0317a5","10+ years","Home Mortgage"
"be8343f8-4c74-4450-85ee-ffd3dab35b8a","1 year","Own Home"
"a33d1bf8-f73d-4858-bc29-c45a5c5b02a9","3 years","Rent"
"f9c24e89-c8b5-450f-8841-fcd9cec7fa74","4 years","Home Mortgage"
"fce04ba9-317f-4df7-a5f9-a1bd69e006d3","8 years","Rent"
"9b89e440-9e23-4e14-ae4d-5bcd1c45aece","2 years","Home Mortgage"
"ed13f60c-50b4-42f6-a7b0-e3dc666e645a","10+ years","Home Mortgage"
"dc77eba0-0429-44bb-87e0-88ce3d7dc6d3","6 years","Home Mortgage"
"1030d083-c174-4051-b20c-af7d8dacbaf9","1 year","Home Mortgage"
"dc696953-fa56-4593-9a55-0b3a15c837b2","4 years","Home Mortgage"
"16acb987-ed6d-4981-bccf-bc996c633135","< 1 year","Home Mortgage"
"4cd8f95a-1974-4201-9bb3-c4407dae8b2b","10+ years","Home Mortgage"
"404b9a82-1fb5-4fe8-9e9c-a1bfe38b2c7c",NULL,"Home Mortgage"
"358f1ac4-3cee-4790-becf-462f7c01e5de","2 years","Rent"
"8ce48a9b-f9fe-4eb5-b400-220822b8660e","4 years","Home Mortgage"
"0ae12723-f0b0-42a7-aa49-a8253d1d3697","3 years","Home Mortgage"
"bef198dc-af56-4a47-bbbf-e2164e0fd9ad","8 years","Own Home"
"5a23a6b1-6292-47d4-a8f0-6743c97eb370","10+ years","Home Mortgage"
"3ffb0266-65fa-410d-a65a-569ac504ec01","9 years","HaveMortgage"
"b9780ccd-cae9-4727-a002-1549fc0ac424","1 year","Rent"
"76a0e6fc-cc80-4977-ac31-9248ece234b3","2 years","Rent"
"1b643740-54c8-493f-8bfe-b2d1645c3a19","3 years","Rent"
"4237e26b-6a82-4b5a-8906-51db1c66718c","10+ years","Home Mortgage"
"562b632e-fcc1-438a-9748-951e1d9867ce","1 year","Rent"
"7a4cca06-82cf-4231-a48a-fc9f69262242","2 years","Home Mortgage"
"c81a3693-b832-4a9a-bec0-722932d0ea54","10+ years","Rent"
"240579ce-b0d9-4d5d-9681-c9e38d7c638a","7 years","Home Mortgage"
"2b8ce339-04fe-4247-b357-fc1ea38eccf7","1 year","Home Mortgage"
"55df5dac-6c24-4b89-ba00-41b1d89c2258","9 years","Rent"
"cd840ed8-f67f-43da-98b8-228af20f19c6","10+ years","Home Mortgage"
"0de9ae4f-0669-45d4-97ad-5a71425ac218","10+ years","Home Mortgage"
"a82ed54f-4dcb-4dea-aeaa-1676af5f6d88","10+ years","Home Mortgage"
"ceef9374-a4c3-4518-acf9-2a2fd38768ba","10+ years","Rent"
"ad4cef79-7205-4b52-b573-ed285926e547","2 years","Rent"
"de78587a-56e8-495c-9a23-a2921b1f803d","10+ years","Own Home"
"858a7ef5-165d-4667-84ea-6d2e8bfedc15","9 years","Home Mortgage"
"644c8a1d-3e59-4cbf-9fc1-238399b28477","2 years","Rent"
"0021712b-ea5a-4478-80e7-4789321f830a","8 years","Home Mortgage"
"3463ebf8-6567-4a00-a378-51cd39c932b1","7 years","Rent"
